query	read_type	read_len	align_len	unalign_len	matches	mismatches	insertions	deletions	tot_errors
channel_202_read_142	142	3917	4259	66	3410	264	243	585	1092
channel_197_read_133	133	3418	3956	3507	2962	277	179	717	1173
channel_322_read_21	21	4861	4857	946	4322	221	318	314	853
channel_322_read_25	25	7066	7158	65	6444	225	397	489	1111
channel_257_read_50	50	953	1124	3409	795	107	51	222	380
channel_106_read_71	71	3095	3285	41	2687	203	205	395	803
channel_106_read_70	70	1038	1175	5366	919	66	53	190	309
channel_106_read_74	74	2598	2971	67	2336	146	116	489	751
channel_257_read_8	8	1707	1689	62	1433	97	177	159	433
channel_449_read_105	105	8049	8211	29	7271	321	457	619	1397
channel_449_read_107	107	6329	7025	6506	5573	447	309	1005	1761
channel_449_read_102	102	7253	7345	23	6463	341	449	541	1331
channel_70_read_39	39	1902	2070	849	1751	67	84	252	403
channel_423_read_2	2	7194	7116	2435	6140	450	604	526	1580
channel_423_read_5	5	1561	1693	36	1357	116	88	220	424
channel_388_read_32	32	9891	10242	28	8887	457	547	898	1902
channel_388_read_31	31	6791	6829	104	5930	351	510	548	1409
channel_388_read_35	35	4943	5005	44	4355	240	348	410	998
channel_388_read_34	34	7292	7484	19	6515	339	438	630	1407
channel_393_read_64	64	4646	4900	3313	3893	354	399	653	1406
channel_61_read_32	32	3427	3866	2335	2984	244	199	638	1081
channel_149_read_7	7	9074	8941	2663	7821	497	756	623	1876
channel_149_read_0	0	1425	1398	15	1168	106	151	124	381
channel_61_read_34	34	1332	1562	3793	1166	90	76	306	472
channel_418_read_11	11	1931	2208	4591	1613	151	167	444	762
channel_113_read_7	7	5433	5512	13	4931	201	301	380	882
channel_113_read_5	5	1343	1613	1041	1187	92	64	334	490
channel_113_read_3	3	3952	4188	1968	3511	202	239	475	916
channel_113_read_2	2	8522	8651	22	7740	300	482	611	1393
channel_113_read_1	1	6993	7214	74	6361	282	350	571	1203
channel_510_read_38	38	687	707	81	619	28	40	60	128
channel_113_read_8	8	14078	14274	25	12608	623	847	1043	2513
channel_38_read_3	3	3901	4386	5231	3394	251	256	741	1248
channel_260_read_78	78	4233	4519	4361	3717	252	264	550	1066
channel_260_read_74	74	1115	1287	5307	937	108	70	242	420
channel_475_read_137	137	1476	1719	9147	1191	171	114	357	642
channel_260_read_76	76	1870	2297	5020	1637	134	99	526	759
channel_260_read_77	77	11064	11648	1471	9705	677	682	1266	2625
channel_404_read_34	34	4954	4981	62	4348	256	350	377	983
channel_404_read_35	35	5229	5484	2288	4602	309	318	573	1200
channel_260_read_72	72	1120	1291	29	960	103	57	228	388
channel_28_read_110	110	1762	1838	28	1542	116	104	180	400
channel_171_read_95	95	3145	3610	499	2710	244	191	656	1091
channel_445_read_135	135	91	100	3911	77	6	8	17	31
channel_97_read_7	7	852	1000	936	744	67	41	189	297
channel_97_read_6	6	1710	1771	69	1418	141	151	212	504
channel_254_read_4	4	4007	4492	4315	3688	179	140	625	944
channel_254_read_0	0	7590	8188	36	6680	450	460	1058	1968
channel_384_read_3	3	4267	4679	2468	3819	234	214	626	1074
channel_114_read_39	39	6647	7076	2586	5880	373	394	823	1590
channel_114_read_36	36	1948	2396	2637	1666	162	120	568	850
channel_114_read_35	35	5596	5889	18	4844	356	396	689	1441
